protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	pc.11	pc.12	pc.13	pc.14	pc.15	pc.16	pc.17	pc.18	pc.19	pc.20	pc.21	pc.22	pc.23	pc.24	pc.25	pc.26	pc.27	pc.28	pc.29	pc.30	pc.31	pc.32	pc.33	pc.34	pc.35	pc.36	pc.37	pc.38	pc.39	pc.40	pc.41	pc.42	pc.43	pc.44	pc.45	pc.46	pc.47	pc.48	pc.49	pc.50	pc.51	pc.52	pc.53	pc.54	pc.55	pc.56	pc.57	pc.58	pc.59	pc.60	
AAA61480.1	-2.9309047929791925	-8.424403091023862	0.08062915208394916	5.149417415037077	4.6061091489396055	-10.05264688009616	-5.46054647120391	-1.901868584033971	1.3521005375716129	6.668239279210917	3.752499946734467	0.13633041002378568	4.168566232191334	1.8724008346956302	-3.365870837166146	-2.3465869252146363	3.5845786592383586	3.238489244267242	-3.062570642867894	6.484567181937819	2.353582120745737	-1.6071586229639523	1.3626526959651943	0.32497881217868935	2.2719513117083707	-0.432206415891323	5.942540405052859	2.6338191930244443	3.12185882628542	2.3570504842626088	-2.768348913033718	-0.6479857492835795	-1.1534869775393628	-2.385982587515178	0.9237790220612219	-0.7269978069446091	-3.2474682015962237	-1.2225123984835824	0.17671425708308963	-0.5334941457613561	-0.2738928231221804	1.9273493989104031	-1.3121643620036696	1.3833759855839673	-0.7376654941019717	-1.5820810972180424	0.09203782816456359	0.32841217966119396	-1.3518999857890237	-0.6736872754286054	1.4541443256354118	-0.34710564410336847	-0.8814793478448021	-0.21854269133861975	0.6998214362410288	0.174555684897685	2.7206894673377673	-0.018292975779371282	-0.15624919314781072	1.2788467003080797	
NP_003984.2	-4.07831862191986	-5.997923713372329	-1.5781967397181385	5.6785773533445525	3.6199792516254656	-8.452535707684683	-5.381911246814595	-4.626428253069287	-3.8898666499960126	7.8111069689266595	2.8776179333995744	-2.351306126163472	1.8818615231487303	5.410133455143692	-1.5542261707467142	-1.718134690026532	2.330928051843857	-2.197556368994818	-2.23085619174574	5.546313314298048	5.049774847732538	-3.1228413318366757	-0.4240308997553311	2.5858753687229683	1.6785502375157002	-1.6471200374156878	2.502317064685211	5.422895558367406	2.9607182762215265	0.460270832217823	-0.16490833168666316	-1.0383955095458957	-4.7268978193099445	1.6204699213615732	1.4051068112212595	-0.08717188876168633	-0.5862180587880926	0.4644886721773575	-0.08265886853404829	1.2757347104097243	-1.192838635282403	1.1996957962448527	1.479648804278959	-0.516014012162581	2.774891009732935	0.010853194110810826	0.7086673501060212	-0.1013113668674848	0.8365066764725345	1.432845247738046	-1.1991966052574947	-1.5765190776035365	0.3274422502701347	-0.5243533595746873	-1.395976528905782	-0.7059739968229913	-1.5491087511624877	-0.917930907065823	0.3719040968633344	1.283436638623301	
NP_003983.2	-1.7586486847266944	-3.842073206365559	-1.5354590146225031	3.8934429318544233	4.22409695586917	-7.832518853890288	-5.148463767414224	-2.3633483727987046	-3.2452350692129657	6.288185039223952	-0.4441411660470031	1.130120663589266	1.4740504598587794	7.0289269085915	-6.401320651770354	-1.1016101363238016	0.7195837501424468	1.8301912789776005	-1.550265983582045	5.254429080851502	2.66051928153763	-6.361466906398289	-2.1730012491576294	-2.2430778028208453	0.14144233501037615	-0.7800724529264451	0.09726543683298153	3.053793327404977	0.4865539837517122	0.7679431233051452	-1.2327493020445022	-1.4856005145601257	-1.1024786050588768	-0.7030701070271913	0.49872654755995605	-0.3776554758433711	-3.6929669556054123	-0.3065212371706389	2.4487589962079532	1.0791311215657626	2.165052223011642	0.9780309691364936	-0.5490516024672559	1.1615120763054807	2.16786865551996	-1.1886738239971781	-1.2656081491374904	0.22366656672059337	-0.9360252310166715	1.5903170532008843	0.3343173693623704	0.4188572178322009	-1.2295796930036758	-1.6614708930555422	-0.5933788629961502	-0.268324152019312	-1.8219956923015364	-0.1502376667616918	-1.572810299049791	-0.4604238964817862	
NP_065717.1	-2.2503725038482068	-7.009410890925272	0.02026430687787479	3.7348773788645757	4.524952507743418	-10.946650216160982	-6.091378534491383	-0.6087949487550534	2.7452401762721887	6.597183992653507	4.868516529075161	-0.5667048514272192	1.2680588477600991	3.886517801787498	-3.591040579846254	-1.403367132179453	2.521479881628159	3.3395136008892603	-3.7533224650354033	7.094764609577617	1.849526977267097	-1.929571544953727	2.366069227182902	-0.4536101871891019	0.33383326798781	0.7851979262605621	5.002489741557953	2.5084036704132284	3.506045327772119	0.840406301429645	-1.55327671251288	0.869501801805833	-1.5114416314304033	-2.2591455847917814	-0.17826426532535578	1.4182306933071571	-2.8239118097984988	-1.5756524817569133	-0.20027181174110847	-0.18168735499793398	-0.44225473424211775	3.044312166424286	-0.5616628970224036	2.0338493241243576	-0.47403160208939793	-1.4529841660622236	0.29186447798256393	-1.3629592751286332	1.3811890349247535	-0.443681168213505	-0.5807583098639981	-0.451781986111562	-1.231490211872795	-2.0147086612050775	2.1361214720464123	1.142088420801461	0.9375168903630866	-1.335049112829325	0.957790976834548	0.26405959361208287	
NP_005202.2	-6.378039515354002	0.48875532238921215	1.3310816584664895	-4.986650893930417	-4.706341874418662	2.1493466184854184	-3.0214289926425653	-0.6629384668397019	-0.349949395953259	0.04372803463461984	-1.569988429875591	-1.6354812330451032	0.6806106441959652	-1.0389775847385578	-0.42781820924450686	-0.6189765676054028	-2.1760510199277854	-0.26106749156443476	-1.8516761599947003	3.8644160641646206	-3.782944889794773	1.361297683150765	0.647511405587194	1.0970882328978155	2.8749507653692583	-1.8055173488357728	1.8377759843135395	1.0915528348736763	1.8348176208990037	-1.1130585673282756	-2.185934626312064	-2.571027545938449	2.244913579283496	-1.1846218506032034	3.2241920335472494	0.5372063622474947	-0.46592342449743407	-1.08022066737396	-3.5258129355934864	-1.1672967224221937	0.09898901286537054	-0.23040813266295934	1.2399436404590727	-2.144723003713384	-3.241966876914605	0.7016630995872398	-1.2702535432172979	0.14122253553909678	-3.9342062096938575	4.400782965069554	-0.2856530145650493	2.002561055571934	-2.0861751687960988	-0.7345261274281554	1.6305784888777686	-0.9478696813964658	0.729076592124452	-0.6112231748354362	-2.5228473399094136	-0.6569812289433021	
NP_004374.1	-3.3922078282592456	-2.6072649965845938	-2.827600877164276	-3.687777551961333	-2.396453083889835	-1.0021179951633425	2.0113182394140323	1.4194929066318773	-6.747698436253246	-0.6409645756928859	0.9171393959890302	1.5974907483700165	-1.2864255911551616	-3.1534149337665474	-2.3246518495784647	2.0344362445857436	2.2220444978768916	-2.0893200302315273	-0.9504792491679223	2.973998449140176	-0.6969888129790358	-3.0266888897988613	0.23954415756895497	-0.2938774505284108	0.7887446050614836	-0.43665102832233504	-1.1228907469244591	1.8544432321228204	3.032423631779379	1.5315557478437247	-0.9383157445120801	-0.1623452905335514	2.1613520039651544	-3.4664777414605386	-0.0681094199654975	2.7028270806467987	3.3817560081360543	-5.272844354779392	0.5547400951500547	0.30424677117746296	1.1448617330666915	-0.27778377455429326	-1.6423757458818882	-0.3041111709846922	-1.8016692075537357	-0.018154420030224216	-2.587056209922922	0.8605452124474163	1.7976333991695614	0.5315771082433346	0.21841667784704505	-0.4116772023037459	3.9765034600882396	-1.8477687665918179	0.07162414066132183	0.523945387641931	1.3493618550415565	1.721489769154155	-2.3088050137122638	-2.869840728328919	
NP_001883.4	-1.883787215168394	-5.710558507321164	3.7883906027302565	0.4954915131132902	1.4255851760821026	-2.8576456030080144	2.0268507447537623	0.3888923981711546	-6.935463284027347	-1.7618564548686237	-0.6423977793436826	-4.820766037685747	2.986764844452627	-2.0904632787780244	3.9678936853095657	8.453303400472649	1.2009986959248176	-5.187803010775195	3.1004958239923863	-0.6378612069615082	-0.21799336814682493	2.257862798170724	1.9590607197798873	-3.588296413171586	-0.44071571260286124	-0.43670945420178275	-2.149346520733597	4.189428586822381	1.473448159857375	-1.8548393037835662	-0.09556992125418627	1.167776467064292	0.9494086359744177	0.7790100018376482	-1.2649467231669163	2.7796630598846637	-1.6456513179775722	-0.3022592643211453	-2.5667748930644105	0.2173271495330882	-0.6492993080190044	1.2592434772706012	1.2183378878347222	0.7323617051998973	0.5283201880135958	0.7497812796866965	2.8793588694858396	-0.4024625534261045	2.826784340557627	0.5139067263672197	1.3841384103496064	-1.1817456388410708	1.3294109488060784	1.841212643936301	0.030872518562551507	1.8671715679753726	-0.4322797581677284	-0.21635076190099897	0.1384503803384046	0.6876106314854384	
NP_660204.1	-1.0223433000731477	-6.215005140490365	3.9872159977424	-0.16034153552732766	1.25122716757651	-2.7297875773453835	1.2676995964743205	-0.8501957157935726	-6.809958304558984	-2.4636055580034943	-0.7219999465760075	-5.375960674237946	2.622774919316623	-1.9143526883579864	2.564754903243648	7.852270157109317	0.6869704132192511	-6.0668495365849155	2.336344958856055	-0.22156792075493023	1.3394256438178997	1.7484986473332438	1.9151081056291066	-3.7764244311605224	-0.5023773155835135	-1.0752544791892005	-0.736566888486291	1.9586549555378177	1.2917743681124843	-2.1246047680122184	-0.2847398884908475	1.2228983259231971	0.7751277823975765	0.3380727940937313	-1.537298921217658	2.417561778229351	0.21476101037846218	-0.3738526948819267	-1.5176870354188348	0.646022542464425	-0.8347437779703627	1.0239701384075326	1.9973898478496555	1.4997965810719203	0.12528346168968857	2.802041844319806	3.6672906244255064	-1.4006141342494656	3.8508629734432858	2.250306289315223	0.5850894960143599	-3.502925431590978	0.8035838637739562	2.0291593693484433	-1.0636814168051756	1.6446998606992804	-0.9012993887467171	-0.78587572170826	0.8778858728844822	1.6099782915062615	
NP_620693.1	-5.206251132388076	-3.756727535678841	-1.1398150670066087	2.1464106804775906	4.06279053722614	-4.7963156189829235	-2.1033051318818723	1.9290860962542231	-5.832259073784574	-0.7128193605674981	3.181386706657248	-0.6457603982616928	2.976380021728091	-0.7776677717100732	1.7291530637304613	6.189886811776145	2.415044493079086	-2.270244119274614	3.8630064972949913	0.16147858869553713	3.246510069656207	1.71024232101815	0.14163290165083342	-5.166180854219902	1.5366828335557272	-3.265179495137108	-5.045050307597637	2.530849490683633	2.258720228962406	-0.40241984884908855	-1.1524599385782721	0.20500758194237267	2.5838729946631864	-1.1330432431916801	-0.010024726664662963	-0.4070675296361739	0.5180031473754223	0.5978301754585011	-2.5481460964155875	3.4075087049625563	-0.8616723399112551	0.26332594631616196	3.0665836470256416	-0.7905491249029336	-1.3042485409334765	0.1686066136846551	-0.9931391037222844	0.38280541089962644	-0.0470992684508768	-2.279500899604794	-1.3595580935225473	0.32636315120705706	-0.6351732693513068	-1.3324895082000592	-0.3215462931382168	0.9517044386377551	0.07519526656479741	-0.11791727792860776	-0.16116060509061925	-2.4943826929893156	
NP_001885.1	-5.432757992787986	-3.1259577333756203	-0.8817091543371369	1.9475231687521368	3.925354527072942	-4.283385867227927	-1.6347671412921279	0.5790855163480925	-6.463088584967436	-0.48106348089399337	3.2946834077586193	-1.4674161782677297	2.4081095761881817	-0.8857233269746545	1.7276778571281055	5.938349984761161	1.1859706474237686	-2.0709924725811564	4.362961725322533	1.9312779790738863	1.7672292738343531	1.5682287972621292	0.555296598470668	-5.285765510104771	0.39790178471170645	-3.054485776678698	-4.184949131685716	2.2613127013367715	2.718491403186029	-1.6051145692033106	-0.6705463050423099	0.678530673190639	2.662605878080896	0.05177362716872812	-0.8508781569371501	-0.8857375002479569	1.0336029648150284	-0.504667741496322	-3.325476512978095	4.543248899015668	-0.7131823260914761	0.9646989422268774	1.6207563053137763	-0.9347853864836303	-1.2584448167350812	0.4933144767048196	-0.9171114915657296	1.2893994914043871	-0.3988812880652875	-2.2232046033104322	-1.4219557295087413	2.2429197093675866	-0.5159902805372371	-1.5681989959439218	-0.207157810177551	-0.10905805410251113	0.8333558359554791	-0.9769404243907592	-0.6013939928766527	-2.5201997079292022	
NP_071331.2	-1.9380334323296866	-4.651163710134159	1.2636704275841035	4.835858941389289	3.5736760918618455	-4.007206727775922	0.6198229714135856	-1.7136750890917536	-5.21464458000362	-0.3014580360182223	3.2280120085562127	-0.30497711901746843	-0.4289996979803715	4.828319508057053	0.7249025980039341	5.372493489197637	0.7934983511613652	-1.9669896952183261	-3.877087902074771	2.7290162279062913	-0.9022360816081454	-1.357313819218209	2.7514435504775356	0.43462363052849723	-1.0879711478002365	-2.297291769360327	-2.9934385685310088	0.06837365980589602	1.2064569576228321	0.3113612828177317	-3.882195051241727	0.4983094058224959	1.3123299509629818	0.6920923915735672	0.8339392070433198	-2.5298410983999817	-4.440779697303898	2.6392727785400267	4.059123923726905	-0.6170321056083234	-1.2256425014940096	-3.3151544729593487	-0.7007390983843581	0.22616756454563772	-0.9144898205258196	-0.6737547259432167	2.7169131552444754	0.373825793275459	-1.2217247188712785	-0.1866329953070515	-1.0848934526361798	-0.5902117066305174	2.0443487707801205	0.8267225501329262	-1.004306883557681	-1.856149323481767	-0.29159201517530514	-0.4309545005052183	-1.3185636773892193	-0.07101958727005721	
NP_001310.2	-3.9913137587678094	-5.116267778664986	-0.3658059859117893	4.948216890302816	3.2201945279423208	-3.591605524792738	0.03701410006243396	-2.291313282374506	-5.371382977401022	-0.5359324660259741	2.6687568327719875	1.5618474741335358	0.34778662217175127	4.611071536675455	3.091346768352806	3.7906429822391736	1.6223616441293582	-2.548058165681058	-2.2582713229624005	0.7936771820680767	-2.0974145519323697	-0.22991820706674646	3.824597050412007	0.0961276086974536	-0.9941083911237875	-2.6999531691712844	-4.151922182245906	-0.08029775954062704	1.6876289674462404	0.7775505302964698	-4.773857637666661	3.7952888702901024	1.3431525326234595	1.305469911094643	-0.6655648259967981	-2.085502162133699	-5.652150434988706	2.3817759350352485	5.706415992765844	-0.26055973469832977	-1.9259372818005773	-3.4472940588792707	-1.808863931635712	0.8142799255821821	0.37986731091584575	-0.16736656288107704	2.1702504461000394	0.6904843337518747	-1.6869687462673386	0.1236208913088639	-1.3089185232750196	-0.21164186780131733	1.707327934453262	0.5187313847650885	-0.40092121255699176	-1.5612040756682117	1.9877107120344524	-0.6806627700290167	-2.011514287676013	-0.5235652932996345	
NP_004375.2	-3.3014296160737304	-5.866743375049457	5.52597706360267	4.341132060017727	2.2575730426468774	-4.119793504906842	1.6647013100098693	-1.2573247101794467	-5.713788874108581	-0.7928831891814794	4.16878809569298	2.4172836386611003	2.9916252459051673	4.486928171339553	1.1686633754432312	4.831612678104755	3.538234435408214	-2.490388791530204	-0.9814021192795287	2.066028239301318	-0.5711842226611411	-1.0724405750086865	1.153079501549915	1.3336930157645404	-0.93724301926676	-2.520047920867769	-2.6707807732442848	1.2023003651081128	0.21673653393135722	0.8248092746782255	-4.10465534413956	3.001976170998067	0.4563841191781981	-0.28275604332842097	-0.8904015823033747	-1.5977743836733767	-4.89053625820581	2.0795351366203367	3.6064653081925195	-0.9676440955507737	-2.5532081257317545	-4.061577517074758	-1.7022288152723515	-0.0008311173182048454	-0.18836657670196535	-1.0088687017657394	2.5970743136399013	1.825357891117987	-2.0431319115581084	-1.1304883389215157	-1.8223528465319905	-0.3720118374089777	2.030294857476064	0.01909624936481277	-0.8140764788214317	-2.182495587563176	0.5030802361727562	-0.051497608090452646	-1.535676295390359	-0.46390236350521813	
NP_001886.1	-6.404797912025215	-7.467143811394201	1.5745264979000022	2.72336030584436	2.719125007091069	-4.7245824816885085	-1.6836080882638773	1.0454083421729645	-3.3334610889887717	3.7902339541024506	2.3793414772154895	-3.679408424021577	2.947554479587123	1.620052323534571	-0.4440376648279732	1.498408499839112	-0.39535468102069016	-1.2352418607371838	3.1518530844129384	-0.8049994075609284	-0.2712761307463175	5.441045294159574	-3.381354696467622	8.032644541648821	-2.5950345452879824	0.05106466201013722	4.754450135558838	-0.5288277525291994	-0.25534199664861895	0.18850205979206497	2.560551635828812	-4.433623236290782	-1.127649225477461	-1.661612394300326	-0.6440778199704259	7.4269030592660465	3.407766141618539	1.5336959351954105	2.360139604252952	-0.11224296714018539	-1.468640437393377	1.115029813608339	1.8746692846926034	-0.0962982825990566	-1.0196065174282671	2.989499607833832	-0.16181535453301352	-3.1287874041159176	1.2929965165710442	-0.8970481868832083	-0.4719935560200807	1.9191118510829641	-2.1750144170936365	-2.774611318079872	1.638625416117393	0.3260528928503605	0.025231964204284633	-2.4889190399875822	-2.350817908785652	1.4324139321567633	
NP_001887.1	-3.5140059213191304	-7.051634478299426	2.854865478315518	3.1811476968140067	1.9628268093622558	-5.385023570936642	-0.2669691926713427	-0.71643733104442	-3.896607626672864	3.3983607133814218	1.4773268006813098	-3.1131833557563047	1.4622325837674761	2.588163463880797	0.5576039057437521	3.761956338188661	-1.3015882266294763	-0.03859355533725728	2.6216439284483375	-0.720552644741125	-1.9747870653310589	6.8219814743828024	-3.069107817186996	7.868997550587191	-2.3224035257609	-2.3000808900581924	2.548111994359373	-2.818435226087219	-1.745129667229302	-0.7975502647197239	1.323273726557913	-3.5643861022941916	-0.5186130847627957	-1.904418989589585	-0.9769982772818435	5.598056659385144	1.0126931153199372	1.1353061884020244	1.7157625671040513	-1.1013115928241886	-0.2752706698847716	-2.0279747315489622	1.9034948256556914	0.7956254198776647	0.5223838483318536	3.9017823736306325	-0.4168788672906451	-3.0403601651542607	2.5069493677317882	-0.7018076959486104	-0.41299566420583594	1.8329154862746997	-1.413949911193123	-1.8336562910422982	1.9180584298227534	0.6932346591702185	-0.5271881867869085	-0.615607551368192	-1.778569607959528	1.1695365758042686	
NP_002369.2	-6.559334118156542	4.569676297160481	-0.7650564200462316	-1.6618471243662445	-2.202479889683445	-0.693531071567704	1.0744984171425147	-2.3841736336212103	-3.9537286005717753	2.516364233882036	1.2234194757275512	2.729547507142846	-0.4241356783917829	-3.46450643824256	-3.619552533154589	0.16435623661492696	0.671840844270769	0.31409810735223564	0.8564503280278207	1.0145051338246374	2.2112316048762954	-2.4680188709462847	-1.5233296696916678	-3.172895680765752	1.7239342772042492	-3.218483501985339	-1.087518444966809	0.19019971662430163	1.445068642377057	-2.130273228266771	-0.6635966061328717	-3.062297493880193	2.1797594665903404	-4.682515867009564	-0.9091759041917762	1.531263008376272	2.1628874300874465	-2.7293002205036982	0.500347430797216	-1.132652156018334	-0.7573995356799427	-1.5799416897313805	-1.226508147949933	0.9432838379779975	0.07265880234312455	0.2777556711485163	2.440004647600843	-3.127111433305014	-0.08007463710551646	-1.9038420480640852	2.3827563008471078	-0.2279694187190734	1.372472949482443	0.48486044460701744	0.13526783407958934	-0.03472024359565237	1.0468666573227452	0.7155849482837916	0.31093983122765256	-0.7600752433810417	
NP_004929.2	3.1284119029189084	-1.9736372795093762	1.4627776037490383	-4.345969968319857	-0.867250991741984	-0.7317295698050147	2.4332798932632076	-2.121679944485842	2.099503373688306	-1.9705032791414085	-1.5613421514866588	-1.420748721724177	0.3537831319971526	1.3091228582156387	-2.566547852606759	-3.1016398426565104	4.21202904604338	2.497342358891632	4.109729191898016	-1.07981602027144	-0.3299105691893999	1.3716015451406123	-3.683657779727005	4.870380128605307	-0.2952129219887799	0.25544578382980293	0.30789934026772936	2.493153409789243	1.586508405725159	1.076992829941356	1.5970793383596709	1.6896299009636642	2.238517211822568	1.475642945505138	1.105851527378066	0.4766632038059609	4.805551747888586	-4.4147074366208505	3.9927946210573193	0.6540559873818529	-2.172848883695256	-0.2605944544698693	0.4425675960302531	-2.1397007096298446	2.151420869476508	-5.220697873203913	1.6478758534094504	1.8013285618281925	0.010665547901245699	0.7930212637377151	-0.6194095652150314	-0.20436665258693829	-1.6400500231590849	0.08205338648488845	1.6615063081896968	-0.9665432806852062	2.668984957191615	-0.6488526061854224	0.3452163774667329	-2.887463957715716	
NP_055141.2	2.9443236701224533	-1.190108137076565	-1.2585608166987043	-0.7705130417477821	2.508865450948993	-2.576034338413218	1.3968220596415302	-3.9045451782632625	3.8893522685247137	2.2184622881853606	-3.0608532862609015	-1.7881356018657146	-4.280418087103755	2.3620729194799885	1.1021446351752247	3.5545170054421265	-0.17698153684619142	-0.053712416824753445	2.0533662173083536	-0.28503897114663646	0.46983251777480456	1.2851060531969865	-4.134125004856678	3.3790579525067854	1.068783264835348	-1.5854488346869127	-1.8064823288744958	1.6365367413784107	1.5363422056031761	-4.093881481672394	5.0472056759240225	3.8852171181431383	0.1371389231584359	1.7328924999977904	-1.4966125649097166	0.704018859454421	1.3368237617636602	0.29151927391001836	-0.5528237671346098	0.34634243329633246	-2.3855841020811264	1.7233032858828123	-3.2250651830631116	-0.055169388226290805	0.6870793258004778	-1.060864361402107	2.3493871406129316	0.07845616101778899	-0.6514287782540122	-2.235141167197043	-0.6360427413117394	-1.972915753383444	-0.7967151762065232	1.0795331999600566	4.625924969809029	-1.2522996169620575	0.9503263271553162	-2.0669917856956044	-1.4984266352343647	0.04445128141787036	
NP_001339.1	5.801884550751107	2.296342497796333	-5.972118893564999	-0.2840566704115177	-0.8874869318571122	-2.3567768514845735	-0.368773553863022	-5.991075981232179	2.5275812856384903	6.839745949614589	-2.2548066528528703	0.013535413691807179	-2.730340908387679	2.448395803593646	1.8670860239964189	0.9318533073360481	-1.465945071057775	1.973047172098427	1.752507127567898	-2.4609979254116974	-0.0873777516236351	-1.7308811263922956	-1.3996386377995373	4.903105192829873	-1.8274737137732848	-1.5885650238486928	-0.8143105918040205	2.7431224688996085	3.3468097320431607	-2.7535576090617346	5.26833801243629	3.3907090402237183	3.5079982645811483	2.739189032563504	1.158035781618006	-1.8400454089040144	2.0820906409906947	-0.04469459673994033	1.5383732797062482	0.5420998625523251	-1.932325058822373	0.3269500241141275	-1.7788714029479347	0.659495429336354	0.9296357919015847	-1.4017625805403748	2.379750557155104	0.41790749617757766	0.8363875645152393	0.5263846124132656	-0.03840619982360961	0.010052732583870261	0.18410738766678164	-1.3008554504615144	0.29079025790076646	0.40398042880980606	0.1512547681118911	-1.899257938090872	-3.1163224546161965	1.4110265719763173	
NP_004725.1	-2.3108593191348166	-5.8044596323703255	0.07395413590341353	4.9130540059937635	4.621840350166586	2.254239129616585	0.613549112151553	0.3633127199148916	2.698044408272123	1.4899771371970025	1.6479193759663378	-1.6467364130296893	-2.5707541024509903	1.7110800145875436	-1.1429957557971382	0.5713786800119932	1.4136089876372167	-1.010889936508297	1.6845702480712772	0.9863940617571894	-0.09902691714283081	1.4167568633830658	-2.9780906162537546	2.0285766933909306	3.5323534594942685	-1.7108107845295693	-2.7369261140323604	-4.1766852931952965	1.4831135608429646	0.6263136223312897	-2.626299942052207	-0.3518725198165786	-1.2210991266725901	2.080957897177799	0.6024864106452622	1.6011293674733469	2.1275340253842856	-2.143186289120067	-0.4676579461740635	1.6758066675242065	1.295634437321101	-3.5528268328509798	-1.7739582551124258	1.0884245751764565	-3.226687275281272	1.0977898312444345	-2.790266207525052	0.12193643946264913	0.5942421367893964	1.4511647613904242	-0.8619934928903256	-1.960430113224096	0.5517040465780234	-1.132742213554853	-1.8346015330847985	-2.2982731000432355	-2.7301324102777524	-2.486293251123988	0.8687059877441382	-0.6860006755845427	
NP_001035351.3	-1.869508757164857	-3.393223752526755	-1.3820647377532462	5.21652648092534	2.8946109600035235	5.286123869880316	0.1141983124016199	-0.7110077920941135	2.198685978385627	1.3722695565544225	-2.483378114311482	2.5227886425946204	0.03223333413032189	1.9447813483387286	-1.373347666031445	-0.13849532410031806	0.06337448315296398	-0.870630667163987	2.5301657228123897	-0.02575428450150126	0.15580979854227855	1.400946975834854	-3.1303766517245872	1.5582759731715399	4.053430238756915	-2.8096798876521336	-0.7788139946751517	-2.114669347050041	2.5740236210490335	0.856097859652196	-2.063449388702102	1.2600206907793983	0.8468747246837558	-0.43593205485132724	-1.3709943637817177	0.2654895104689723	1.5645568459464183	-1.0107580944006764	-1.0153645290695166	-0.6821621047928826	2.774570518678538	-1.6290363560917842	-1.094333838649305	0.5737740351970001	-1.8273247961441659	1.9768155288994658	-2.3119842310813854	-0.9977970573617412	0.44768799625065697	3.7286390646681924	-0.12061663247876823	0.216470994370899	0.24258479556217952	-2.2320976533211248	-1.256424654566965	-1.7891557070967112	-2.6138111169646514	-0.007403863466265781	0.030350601853295467	-0.8086038286927475	
NP_208382.1	6.86053743556777	0.7587631847430758	-3.812516557754257	5.558800180664921	1.5785380486891525	2.8288951788999412	3.949138282915951	-5.370684401290808	-1.8816333477220104	2.183727095798793	-2.6036355122069814	-2.3800537281032264	1.6667418979171895	-2.8899502307084592	-5.804279836250785	-0.3316284904420505	-3.922018361845495	-2.8329557021388214	-0.522461847908518	-1.0629526737031334	1.9224034761768134	-4.376228011847744	-4.351156029666363	-2.8180951352960135	-2.1985670451902823	0.6511548476196781	2.4326376279822535	-1.7481409315721212	-0.08233749788789	-0.7371234004647373	-2.5007700423322494	-1.6379429212299417	0.5525074751636212	2.430912034185436	0.9369926973735238	3.147936300015765	-1.6286160510271186	3.2660625057541517	1.6194477618147711	-0.2617190770342677	-0.5210374415987282	-1.031494552466825	0.4878322424314864	-1.443477993458039	2.25608209156282	-0.3163734350647228	-0.3071681683530318	-0.6782423170208652	-0.9490376168676894	-1.3202132193027005	-2.0423729429859963	0.43076856401874847	2.7835171732725126	-0.9165070906364766	-3.23777649811214	-2.6948727499967955	-0.1784156045540858	0.301538290324866	-0.7092766061041218	0.47133901136324874	
NP_001945.3	-9.356393797417873	5.678940700141247	-3.6838539768093583	-2.5599760852692097	-2.942427658903663	2.6441458420543245	1.3721632396233518	0.6894674594837193	-1.7946041643873418	-1.6166706760211786	1.0514413894948322	1.8068099781494722	0.6281890498222759	4.237365865449	-0.6007380871584105	0.7255678570829389	-0.43204474960740274	-1.1984252121596914	-0.20181595473576885	1.7095963614766791	-1.9611194027511607	2.989081042903968	-1.8790252587364942	0.9892521661374584	0.39259462539488976	-0.24196925624397783	-0.6936028001909796	3.272747998803649	-0.1864111913592157	0.10781005389337145	-0.3284390165070186	0.4357158781962074	2.613496320507605	-1.9801187037849424	-0.21197001751151548	3.8221956588838326	-1.0126243472071126	-1.3072610655977495	-2.396160125008107	1.5641082526528631	-0.546406299071632	-2.7931715771775276	2.999748883021713	1.4380292375694224	3.2820356258734	0.9509612354070155	1.3370652663273868	-0.3308578872609899	-1.4702297030016636	-2.1255357598563562	1.0379111970124224	0.5052008192240545	-1.3589932611220754	-0.6794724128871824	-2.883383109709955	-0.13094408482206052	-1.81009116138069	0.4656668944263055	0.8817707093050552	0.48070737000245756	
CAA52777.1	-2.9572870024295974	-3.603250399950635	-0.15697195023933225	-7.429663776271624	0.45674199804205545	1.256574072706558	-0.3102944142896234	2.5685636739580833	2.50342268841176	-2.8784176904746	0.39443745221866733	1.2996426028634491	1.104263408025975	0.14016949995331507	-0.14844419807659973	-2.631608239684448	0.7511459988566991	-0.7231375627983624	-2.1006609633883544	1.357041420318111	-4.491469292675184	3.7100950331241696	0.1153064653106637	1.8310314830655527	4.121922309923764	-0.12014620975310804	1.2677672154239865	4.096414881382405	0.9884273627230102	1.0060445429905498	-0.7306945166502631	1.6561801658155608	2.2134479198563564	-2.7043338534537495	-0.5954458780752525	1.2767464421456893	-0.33531909145407773	-0.3838203886719909	-0.560130384099235	1.6959914374592808	-0.2881550418244861	1.0753580850168105	2.881233296075892	0.4434484862878975	2.0906505787314305	-1.1009152775167208	5.603177585445611	-0.20493524051380016	1.0384355489244441	-2.703603734269374	-1.8434805580324578	-0.534150063098443	-2.0533929798879833	0.2314662075693376	-3.6251933593086747	0.45577389986021927	-1.8182905596390286	-0.5223524925037869	-1.1725112417395553	0.9160060940921542	
